"minHBint8","MATS3e","MATS3c","MATS3m","minHBint6","minHBint7","minHBint4","SpMax8_Bhp","MDEC.11","VR2_Dt","BIC5","minHBint3","maxdssC","nT6Ring","minssCH2","khs.aaN","SpMax3_Bhp","SpMin6_Bhi","SpMax3_Bhm","AATSC2m","MDEC.23","MDEC.22","MDEC.24","MATS2e","MATS2c","topoDiameter","ATSC8i","SaasC","minaaCH","SpMax2_Bhp","AATS8p","VE3_Dt","XLogP","SpMax4_Bhp","SpMax4_Bhm","minaaN","JGI10","MATS1i","VR2_Dze","SdO","SdssC","AATS7e","ETA_Epsilon_5","SsssCH","maxHsOH","GATS1s","GATS1e","GATS1c","GATS1m","MATS6c","ETA_BetaP_s","minssNH","nX","nS","AATS6i","nBase","minHBint10","GATS6i","MATS7m","GATS6s","SpMin8_Bhi","ATSC3s","ATSC3p","minHCsats","SdsCH","minssO","SpMin3_Bhi","nT10HeteroRing","AATS5i","BCUTp.1l","BCUTp.1h","BCUTw.1l","GATS3c","GATS3e","GATS3i","MLFER_BH","maxaasC","MATS6v","hmax","khs.aaaC","ETA_AlphaP","ATSC2s","ATSC2i","khs.aasC","nG","naaaC","GATS2s","GATS2m","GATS2e","ATSC1v","ATSC1e","MATS5c","SpMin2_Bhv","BCUTc.1l","BCUTc.1h","naaS","SpMax6_Bhm","AATSC8c","SpMAD_Dzs","GATS5s","MLFER_A","GATS5m","MATS4c","MATS4e","MATS4m","MATS4s","minaaaC","minwHBa","ATSC0p","ATSC0i","VE2_D","nHBint3","nHBint6","nHBint7","nHBint9","MDEN.33","FMF","minssssC","SRW5","nF9Ring","GATS4s","GATS4c","ATSC7s","ATSC7i","VC.4","VC.5","JGI2","JGI3","JGI6","JGI7","JGI4","JGI5","JGI8","JGI9","LipinskiFailures","C2SP3","GATS2p","ETA_Shape_P","MDEN.22","GATS7m","SsOH","khs.dsN","SHBint10","CrippenLogP","MPC10","SpMin1_Bhm","AATS0m","nAtomLAC","ATSC5v","MLFER_S","nsOm","naasN","nsssN","naasC","nHBAcc3","AMR","GATS6c","MATS5s","C1SP2","C1SP3","maxHBint2","maxHBint4","maxHBint5","maxHBint6","ATSC5m","ATSC5i","MATS8m","Kier3","MDEN.23","nHeteroRing","mindssC","AATSC6e","AATSC7c","MATS8e","ATS0m","GGI9","GGI8","GGI3","GGI2","ATSC4i","ATSC4p","SpMax1_Bhs","SpMax1_Bhp","hmin","C3SP2","VR1_Dzs","naaCH","minHBa","ALogp2","nssS","SaaO","SpMax2_Bhs","GATS8c","SpMax2_Bhm","GATS8p","GATS8s","n6HeteroRing","minHBint9","VE2_DzZ","mindO","TopoPSA","MDEO.11","SpMax5_Bhm","C3SP3","VE3_Dzp","nTG12HeteroRing","GATS5c","nF12HeteroRing","topoShape","VE1_Dt","maxHaaCH","nHBAcc","nsCl","WTPT.2","WTPT.3","MDEO.22","Class"
0,-0.0851,0.0195,0.0153,0,0,0,2.9182,0,7.9068,0.8948,0,0.8559,6,0.5917,1,3.8464,1.3815,3.8792,1.2059,52.9091,25.1702,0,0.0871,-0.0158,17,9.3564,5.6514,1.4941,3.9035,1.4831,-2.1564,2.94,3.7709,3.8024,4.8373,0.0067,0.0164,10.7835,25.1296,0.7549,7.6004,0.8178,-0.1537,0,0.4921,0.4904,1.2716,0.6137,-0.0102,0.6628,0,0,0,153.9004,0,0,0.905,-0.041,0.6402,1.1161,6.7916,-0.4886,0.7806,0,5.3685,1.8476,2,154.7785,3.72,11.9582,11.9883,1.0094,0.8574,1.1151,1.725,1.032,0.0161,0.8854,6,0.4729,23.2003,-15.8381,6,0,4,0.4661,0.7397,0.701,59.5251,0.8644,-0.0291,1.9886,-0.3491,0.319,0,3.3833,-2e-04,11.8013,0.8499,0.003,1.0054,-0.0462,-0.1473,-0.1425,-0.0555,0.7751,-0.101,14.6934,105.6161,0.0026,0,0,0,0,0.3731,0.5606,0,3.0445,2,0.9735,1.1151,12.5294,-0.2711,0,0.2522,0.0741,0.0426,0.0147,0.0105,0.0407,0.0268,0.0114,0.0082,0,2,0.9028,0.0738,0.1429,0.9712,0,1,0,8.0756,810,2.166,105.0485,0,16.2459,3.891,1,1,1,8,7,176.0724,0.8515,-0.0545,2,0,0,0,0,0,-269.9815,10.2458,-0.0036,5.3571,1.3221,3,-0.101,0.005,7e-04,0.0212,6933.2018,0.5253,0.7972,3.5764,5.5556,-12.0548,-2.0237,4.8532,4.1551,-0.1572,6,507.4144,17,1.7036,9.2525,0,0,4.6347,0.7765,3.958,1.0408,0.8155,1,0,0.0047,11.2993,102.86,0.4099,3.5843,0,-3.4936,7,0.9248,1,0.8889,0.6056,0.639,5,0,2.1155,26.9738,0,"NoChanger"
0,-0.0171,9e-04,-0.0396,0,0,0,2.9137,0,15.9024,0.895,0,0,5,0.4285,0,3.8447,1.3186,3.8429,6.0504,30.0905,21.3119,0,0.2861,0.0966,19,-11.8861,5.5822,1.5871,4.0734,1.5035,-5.0336,2.933,3.6792,3.8165,0,0.0073,-0.1471,13.1427,39.8255,-0.3147,7.7344,0.812,0,0,0.66,0.4827,1.6132,0.7356,-0.1893,0.6389,0,0,2,155.8025,0,0,1.0188,-0.033,1.1118,0.988,15.1218,-5.0764,0.569,0,0,1.8665,1,157.5899,5.6421,12.538,11.85,1.035,0.8271,1.1925,0.938,1.3779,0.0269,1.4398,2,0.4963,34.4729,29.6548,6,0,2,0.538,0.7626,0.5767,72.6113,0.4294,-0.0333,2.0767,-0.3225,0.2794,0,3.2273,-0.0016,23.1173,1.3919,0.003,1.0654,0.036,-0.2135,-0.228,-0.165,1.2159,-0.3147,18.8764,95.796,0.0012,0,0,0,0,0.1111,0.5424,0,2.3979,1,1.6251,1.1274,63.4688,23.8492,0,0,0.0947,0.0504,0.02,0.0145,0.0402,0.0327,0.0086,0.0087,0,1,0.8042,0.084,0,0.8999,0,1,0,4.5066,253,2.0854,126.694,0,98.9608,3.683,0,0,1,6,4,153.5565,1.3803,-0.1152,1,2,0,0,0,0,-289.94,-1.3851,0.1388,5.1579,0.5345,2,-0.3147,-0.0046,0.0023,-0.0014,7474.9442,0.3041,0.3185,3.3264,5.7778,-25.997,-6.947,4.9414,4.0944,-0.0758,5,339.6665,14,-1.718,1.905,1,0,4.6257,1.111,4.2395,0.8083,0.9599,1,0,0.003,13.033,100.49,0.6507,3.6877,0,-7.7455,1,1.1638,0,0.9,0.247,0.5668,6,0,2.0861,24.2097,0,"NoChanger"
0,-0.0298,-0.1418,-0.041,0,0,0,3.1512,0,9.9619,0.8167,0,0.1313,6,0.6117,3,3.8293,1.5393,3.8215,0.1595,46.1239,0,0,0.1402,-0.0478,18,2.9333,6.9852,1.8668,3.8917,1.2999,-7.1441,5.495,3.7118,3.7401,4.7373,0.0065,-0.1311,21.9467,14.0646,0.1313,7.4455,0.772,-0.3334,0,0.5931,0.6939,1.37,0.7635,-0.1262,0.6477,0,0,0,156.6157,0,0,1.1997,-0.0644,1.3129,1.1825,-4.9236,-3.1896,0.714,0,0,1.8553,0,159.1335,5.9615,11.9882,11.85,1.3925,1.1724,1.121,2.659,1.2242,-0.1904,0.859,3,0.4826,0.0556,0.1242,6,0,2,0.6739,0.9058,0.8651,4.9572,0.2881,0.0589,2.02,-0.2795,0.2149,0,3.5963,-0.0011,14.4953,1.8799,0.003,1.0017,0.1556,0.0869,0.0456,0.0257,0.7871,0.1313,18.0196,123.6672,0.0017,0,0,0,0,0.685,0,0,2.3979,1,1.4704,1.1686,-0.9931,7.8689,0,0.1694,0.0635,0.041,0.0144,0.0104,0.0324,0.0172,0.0069,0.0068,1,1,0.9707,0.0393,1.04,1.0666,0,0,0,6.5453,418,2.0338,87.2495,2,720.4409,4.272,0,1,2,7,5,190.5192,1.3452,-0.0935,5,5,0,0,0,0,68.5294,19.0516,-0.0049,7.6867,2.6375,3,0.1313,-0.008,6e-04,-0.0611,6805.4629,0.4119,0.4475,3.0347,4.4444,-13.3782,-1.7071,4.6051,3.988,-0.1468,5,481.8342,20,1.8921,12.2535,0,0,4.191,1.0977,3.8956,0.9801,0.7133,2,0,0.0053,14.0646,66.63,0,3.6856,1,-7.7633,0,1.3413,0,1,0.1972,0.6524,7,0,2.0954,22.83,0,"NoChanger"
0,0.0244,-0.1181,-0.0754,0,0,0,3.0428,0.0714,16.631,0.8821,0,1.1118,4,-0.2881,0,3.8266,1.3747,3.8203,2.4696,44.0116,20.8814,0,0.1032,-0.0601,19,0.4699,3.9228,1.1244,3.8343,1.3176,-13.1156,3.133,3.6832,3.7422,0,0.0082,0.0172,11.2899,40.6265,0.4735,7.7129,0.8321,-2.4832,0,0.4927,0.5068,1.2168,0.6851,0.0182,0.6421,0,1,0,158.907,0,0,1.1046,-0.0498,1.0235,1.1911,-17.6031,-3.8608,0.4848,2.1604,0,1.8176,0,160.3668,4.2719,12.3385,11.9973,1.1649,0.9287,1.0373,2.142,1.186,-0.1072,1.0915,0,0.4701,6.5785,-26.9318,6,3,0,0.5372,0.7677,0.5792,51.992,0.5042,-0.1402,1.965,-0.2784,0.2434,0,3.4381,4e-04,13.8152,1.0604,0.003,0.9314,0.1607,0.185,0.077,0.1227,0,-0.5971,17.1539,140.4218,0.0013,0,0,0,0,0.7937,0.5067,0,3.434,1,0.8305,0.9421,8.9799,8.8917,0,0.2497,0.0721,0.056,0.0171,0.0147,0.0453,0.0214,0.0091,0.0084,0,6,1.0155,0.1105,0.9655,1.0369,0,3,0,5.2395,472,2.0293,96.5666,2,517.0411,3.197,0,0,3,6,8,171.6429,1.1714,-0.0376,3,3,0,0,0,0,324.4869,-6.4274,0.1096,6.56,3.1299,3,-0.5971,0.0112,2e-04,0.0334,7242.4977,0.586,0.6672,4.3681,5.3333,9.1056,-1.3585,4.9588,3.914,-0.1689,5,466.3027,12,0.9266,4.738,0,0,4.8008,0.8662,3.9307,0.9377,0.5625,0,0,0.0023,13.1154,98.01,0.5437,3.6906,1,-4.4727,0,1.332,0,0.9,0.0508,0.7119,9,0,2.0813,30.3801,0,"NoChanger"
4.9075,-0.0776,-0.1012,-0.0755,1.1365,0,0,2.9282,0,13.6781,0.837,0,0,5,0,1,3.8504,1.3556,3.8486,-2.0616,40.3758,29.4377,0,0.1905,0.0748,17,-14.4732,4.4379,1.9206,3.8968,1.425,-2.0671,4.951,3.707,3.6856,4.7884,0.0041,0.0329,12.5553,13.3711,-0.0643,7.3468,0.7315,-0.3874,0,0.6278,0.7569,1.4351,0.7366,0.0852,0.6214,3.0966,0,0,154.556,0,0,0.883,-0.0996,1.7171,0.9254,-8.2672,-2.9146,0,0,0,1.8851,0,156.3249,5.8212,11.7283,11.85,1.1726,1.1408,1.1174,1.328,0.9638,-0.0379,0.8676,6,0.4867,0.3086,-23.371,3,0,4,0.6252,0.8865,0.5634,191.3561,-0.0857,0.0179,2.0326,-0.2793,0.2164,0,3.3308,0.0016,11.5975,2.0134,0.325,1.034,0.0747,-0.0031,0.0222,0.1097,0.9349,-0.0643,13.5308,88.4469,0.0029,0,2,0,0,0,0.5862,0,2.3979,1,1.0205,1.1999,-9.795,4.538,0,0.1279,0.0595,0.0424,0.0139,0.0081,0.0355,0.0186,0.0052,0.01,0,0,1.0443,0.0196,0.7211,1.083,0,0,0,7.9427,249,2.1111,92.0709,2,342.8216,3.652,0,0,0,5,2,156.1047,1.0736,-0.0749,2,0,4.9247,0,0,1.2622,-39.3818,10.6165,0.0245,5.8722,0,1,-0.0643,-0.0039,-0.0024,0.2832,5340.1134,0.2997,0.1925,2.4167,3.3333,-25.7027,-2.6557,4.535,4.0894,-0.0137,5,393.4723,20,3.0966,8.8488,0,0,4.1677,0.5272,3.9035,1.0938,0.5014,0,0,0.0023,13.3711,57.78,0,3.6047,1,-11.2735,1,1.4152,0,0.8889,0.554,0.5378,4,0,2.1026,12.0831,0,"NoChanger"
0,-0.0545,-0.1003,-0.0125,0,8.8221,0,2.9206,0.6845,16.2772,0.8401,0,0,4,0,0,3.839,1.2698,3.8548,8.1023,41.9214,9.2308,0,0.2196,0.1929,16,-9.9823,2.7718,1.2198,3.8537,1.5365,-15.9048,1.789,3.7882,3.7879,0,0.0092,-0.0547,372098.9883,81.0441,-5.0633,8.0745,0.8311,0,0.6246,0.5734,0.6049,1.4211,0.6491,0.0465,0.6337,0,0,0,150.8041,0,0.5854,0.9059,-0.1609,1.0522,1.113,-14.6625,-5.7871,0,0,0,1.8711,0,158.8125,4.162,12.6189,11.9883,1.0492,0.8389,1.1835,1.645,0.9469,0.057,0.7447,0,0.4682,32.1186,22.5499,13,0,0,0.486,0.542,0.4111,118.069,-0.269,-0.152,1.9789,-0.3481,0.3204,0,3.376,1e-04,11.5026,1.2331,0.591,0.7544,0.0216,-0.0094,7e-04,0.0316,0,-1.199,15.4623,98.0102,0,0,0,1,0,0.1667,0.4627,0,3.0445,2,0.9849,1.0534,23.6985,-13.8398,0,0.4111,0.0901,0.0644,0.0247,0.0159,0.0455,0.0351,0.0118,0.0117,0,0,0.7797,0.2152,0,1.058,9.3005,0,18.6489,4.8562,688,1.996,106.1721,0,3135.2154,3.671,0,0,2,13,7,168.3972,1.2286,-0.022,5,4,7.1134,0,0,0,1877.8243,62.0888,-0.2919,5.7613,0,2,-1.199,0.019,0.0028,-0.2995,7113.5338,0.8531,0.8937,5.5347,6.6667,-53.1035,-6.8257,4.7459,4.0213,-0.1077,11,3347.4239,11,0.9371,9.7107,0,0,4.7362,1.134,3.8837,1.005,1.5327,0,0,0,11.3883,129.13,3.0616,3.5845,0,-146.2879,0,1.2633,1,1,0.0248,0.7145,9,0,2.0486,24.9437,0,"NoChanger"
5.9137,-0.0372,-0.0416,-0.0433,0.7526,0,0,2.8981,0,14.3262,0.8743,5.1305,0,4,-0.3139,0,3.6586,1.197,3.8026,2.4856,28.7875,19.0452,2.8887,0.2499,0.2445,19,-10.3916,2.3131,1.8366,3.8501,1.1849,-10.1678,1.559,3.5818,3.6411,0,0.0086,-0.1907,13.7402,51.8604,-1.4538,7.7865,0.8094,-0.0272,0,0.5065,0.6737,1.6637,0.721,0.0521,0.6824,2.7934,0,0,162.1631,0,0,1.0095,-0.0829,1.1606,1.0014,-11.7452,-1.9247,0.6079,0,0,1.6795,0,163.2628,5.1222,11.6196,11.85,1.1085,0.9441,1.046,2.721,0.8515,-0.0207,0.9284,2,0.4685,16.2418,14.3973,3,2,2,0.4839,0.7836,0.4882,47.5735,-0.2544,0.0914,1.9657,-0.2794,0.2848,0,3.2857,-6e-04,14.4075,1.2445,0.121,1.0512,-0.1359,-0.1192,-0.1646,-0.0475,0.9676,-0.5748,14.3721,99.8608,0.0022,1,1,0,2,0.685,0.5,-1.2451,3.0445,1,1.204,1.2812,-42.3986,-3.5571,0.0625,0.3363,0.0952,0.062,0.0201,0.0171,0.0422,0.0289,0.0098,0.0077,0,3,0.9478,0.1058,0.0909,1.1177,0,0,0,3.8359,264,2.1147,94.87,2,-51.7024,2.544,0,0,3,3,4,141.0551,1.0117,0.0439,2,4,5.6552,0,5.0252,0.7526,-68.0871,2.9823,-0.067,5.1378,1.2988,3,-0.5748,-0.0039,-8e-04,-0.0961,6071.6814,0.2681,0.3938,4.2153,6,-25.0713,-5.4714,4.8128,4.0154,0.0033,3,654.5041,11,1.0077,0.1617,0,0,4.7455,1.2023,3.9242,0.9765,1.4491,1,0.4543,0.0036,12.5442,102.06,0.8855,3.3757,1,-5.1023,0,0.9896,0,0.9,0.0641,0.5233,9,0,2.0773,26.8022,0,"NoChanger"
0,0.0187,-0.1981,0.1684,0,0,0,3.1429,0.0833,10.5113,0.8822,0,0.7553,6,0.5468,2,3.8063,1.4635,3.825,3.6486,49.1622,0,0,0.2065,0.0811,17,-2.9816,3.2016,1.9428,4.0297,1.5511,-8.2628,4.144,3.7554,3.776,5.0166,0.0069,-0.2021,26.16,14.392,0.681,7.666,0.7736,0,0,0.603,0.7506,1.472,0.7191,-0.0125,0.6744,0,0,0,156.9638,2,0,1.0767,-0.0127,1.2783,1.219,6.2361,4.2108,0.4366,0,0,1.8468,1,155.4541,6.012,12.405,11.85,1.4835,1.1518,1.0696,3.587,1.1845,0.0343,0.743,9,0.4822,4.7237,-11.5531,3,0,8,0.6015,0.7683,0.7547,11.7313,0.0579,-0.0034,2.0387,-0.2743,0.2445,0,3.4346,-7e-04,10.9796,1.3749,0.003,1.0244,0.1407,0.1508,-0.069,0.0648,0.5818,-0.0743,16.7,117.5624,0.0029,0,0,0,0,0.5313,0.5205,0,3.0445,4,1.2579,1.2291,-6.9674,25.2975,0,0.2542,0.0661,0.0525,0.0171,0.0119,0.0348,0.0295,0.01,0.009,0,2,0.9175,0.0643,0.8255,1.0061,0,1,0,8.9775,853,2.0732,91.1936,2,-723.9093,4.779,0,2,1,4,4,184.7483,1.2315,-0.0334,4,4,0,0,0,0,-384.9289,-20.4824,-0.1613,5.3571,2.3344,4,-0.0743,-0.0031,3e-04,-0.1937,6657.1346,0.6556,0.8086,4.4097,4.8889,11.5021,-2.6084,4.6399,4.1584,-0.1849,4,862.1221,16,1.8274,10.4853,0,0,4.2202,1.3034,4.1189,1.0038,1.5488,2,0,0.0117,14.392,67.79,0,3.613,0,-3.2811,4,1.2188,0,0.8889,0.1464,0.5657,7,0,2.1205,23.017,0,"NoChanger"
0,-0.056,-0.045,-0.0916,0,0,0,2.86,0.3242,18.3881,0.8479,0,0,5,0.9788,2,3.7404,1.3987,3.9252,4.6525,32.8945,20.9494,0,0.0455,-0.1092,18,27.1437,9.8141,2.1257,4.0229,1.0884,-6.8881,4.91,3.5181,3.6214,4.9338,0.0066,-0.1392,13.4981,0,0,7.2964,0.7746,0,0,0.886,0.7163,1.3545,0.6744,-0.1714,0.6528,0,1,0,157.9717,1,0,1.1408,0.0171,1.4511,1.0492,-1.2695,-1.1886,0.5791,0,0,1.767,0,161.7632,6.1379,11.2655,11.85,1.3729,1.2055,1.0216,2.044,1.4558,-0.24,0.6155,5,0.4921,5.1046,15.1099,6,0,3,0.765,0.7086,1.0459,-3.8828,0.2935,-0.019,2.064,-0.2962,0.1445,0,3.3665,-3e-04,12.0899,1.2436,0.003,0.8055,0.1225,0.0014,-0.0712,0.0878,0.9579,0.9579,16.1363,102.5888,0.0028,0,0,0,0,0.9655,0.4848,0,2.3979,1,0.8114,0.8525,-5.421,-51.7967,0,0.2148,0.0741,0.0456,0.0189,0.0122,0.044,0.0277,0.01,0.0075,0,0,0.7872,0.125,0.3333,0.8941,0,0,0,6.0348,312,2.1251,99.9407,0,350.9143,3.306,0,0,2,8,4,158.4002,1.3113,-0.0996,2,8,0,0,0,0,-171.2014,32.1745,0.1533,5.4065,1.8948,3,0,-0.0049,6e-04,0.035,6596.0883,0.2616,0.3507,2.9167,4.4444,-62.0584,-7.179,4.1944,4.0334,-0.1781,6,376.6801,11,0.8746,18.7766,0,0,4.0452,0.9196,4.0157,0.8296,0.7575,2,0,0.007,0,36.67,0,3.4498,0,-5.7385,0,1.3068,0,1,0.1476,0.503,5,1,2.0897,19.3798,0,"NoChanger"
0,-0.0595,-0.113,0.1204,0,0,0,2.8701,0,12.4365,0.8331,0,0.0665,6,0,0,3.8229,1.2255,3.8794,0.7695,39.8284,15.9913,0,0.2618,0.1835,19,-26.3567,3.0686,1.4895,3.8707,1.5386,-11.1583,1.099,3.7458,3.7379,0,0.0069,-0.1334,22.0818,51.6241,-2.0461,7.9578,0.8487,0,0,0.5435,0.6671,1.5187,0.5492,-0.1525,0.6731,0,0,0,150.2027,0,0,0.9468,0.0399,1.349,0.9878,-2.1814,-4.3976,0,0,5.3954,1.811,2,154.1246,4.8742,10.743,11.9966,1.117,0.8928,1.2358,2.709,0.4689,-0.1715,0.7625,0,0.4667,13.7822,-10.1021,9,0,0,0.5284,0.6575,0.5017,-5.5162,-0.2581,-0.0053,2.0112,-0.2763,0.3031,0,3.2719,-0.0023,11.0532,1.5636,0.003,1.2154,0.0876,-0.1665,-0.0685,0.0115,0,-0.5509,11.6562,82.9604,1e-04,0,0,0,0,0,0.6481,0,2.3979,1,1.1181,1.1417,21.6776,-9.7495,0,0.1804,0.0763,0.0513,0.0156,0.0138,0.0426,0.0265,0.0106,0.0096,0,0,0.9334,0.0733,0.0909,0.9353,0,2,0,5.2755,434,1.9896,119.7696,0,95.5263,5.205,0,0,1,9,8,151.8493,1.1641,-0.2607,6,0,0,0,0,0,-812.8917,31.1761,0.2287,5.2341,0.3651,3,-0.5509,-0.0099,0.0032,0.1047,6467.5607,0.4803,0.5614,3.7986,5.1111,9.4702,0.4214,4.6838,3.9475,-0.0173,6,647.2167,15,1.0427,4.9662,0,0,4.619,1.0175,3.9327,1.1031,0.8469,2,0,1e-04,12.4341,114.7,0.7148,3.4276,0,-11.8253,0,1.2172,0,0.9,0.0572,0.6977,9,0,2.1041,26.4856,0.0909,"NoChanger"
0,-0.1361,0.054,-0.2157,1.4219,0,0,2.6659,0,8.718,0.8115,0.3699,0,2,0.0338,0,3.707,1.2577,3.7882,-3.5255,16.57,24.4932,0,0.1054,0.0159,12,-3.8913,2.4316,1.5152,3.8377,1.2969,-5.0145,1.639,3.6685,3.6856,0,0.004,-0.2292,14.9218,24.6532,0,7.5419,0.8287,-0.861,0.269,0.8433,0.6846,1.3904,0.8454,0.0215,0.625,0,0,1,159.9159,0,0,1.0594,0.0882,1.3456,0.7386,-33.5489,-0.6403,0.7342,0,0,1.7392,0,157.7725,6.032,12.062,11.9936,1.1443,1.2758,1.0114,0.808,0.9331,-0.145,1.2093,0,0.481,32.1294,-13.0965,3,0,0,0.6442,1.0826,0.8734,-14.7118,0.2536,0.1279,1.9392,-0.3899,0.2121,0,2.9714,-1e-04,14.8762,0.8046,0.17,0.9951,-0.2025,-0.0802,0.0035,-0.155,0,0.5654,14.8307,78.2158,0.0028,2,1,0,0,0.25,0.4423,0,2.3979,0,1.1715,1.1616,-15.8719,12.812,0.0456,0.1872,0.065,0.0486,0.0162,0.0172,0.0384,0.0179,0.0113,0.0072,0,1,1.1479,0.1114,0,0.852,10.7499,0,0,3.3608,62,1.9956,105.7315,3,35.2758,2.118,0,0,2,3,6,121.2281,1.2023,0.2682,1,3,0,0,3.3159,1.4219,264.5748,-8.6659,0.0617,7.0387,0,1,0,-0.0048,-9e-04,-0.0199,5498.0398,0.2306,0.3724,1.8472,2.6667,9.5645,-0.8737,4.9042,3.9725,-0.0242,0,216.664,13,1.375,0.1849,0,5.286,4.0216,0.9447,3.8642,1.11,0.8124,0,0,0.0018,12.3266,82.37,0.8143,3.3905,0,-5.2972,0,0.972,0,1,0.1668,0.6492,5,0,2.018,20.4887,0,"NoChanger"
0,-0.0638,0.0307,0.0306,0,0,0,2.9232,0,7.9759,0.9054,0,0.7177,6,0.406,1,3.8521,1.3815,3.8864,0.3231,52.7343,24.9656,0,0.1803,-0.0119,17,-5.4787,4.0133,1.4102,3.9057,1.5186,-2.078,2.917,3.7784,3.831,4.8009,0.0072,0.1025,10.9535,36.6957,0.5642,7.6931,0.8417,-0.4139,0,0.4615,0.333,1.275,0.561,-0.0489,0.6648,0,0,0,154.5415,0,0,0.8974,0.0024,0.7161,1.1158,15.7208,-1.2064,0.8251,0,0,1.8476,2,154.582,3.7207,11.9608,11.9883,0.9816,0.7363,1.1182,1.316,0.8437,-0.0356,0.9471,6,0.4674,50.1667,-27.3276,6,0,4,0.381,0.6947,0.4622,82.7456,1.5669,-0.0292,2.0002,-0.3483,0.319,0,3.3838,0,11.9034,0.8024,0.003,1.0563,-0.0339,-0.175,-0.1256,-0.0776,0.7357,-0.1534,13.7484,105.9028,0.0016,0,0,0,0,0.7285,0.5781,0,3.0445,2,0.9332,1.1855,9.4551,7.6716,0,0.2522,0.075,0.0445,0.0147,0.0114,0.0398,0.026,0.011,0.0083,0,2,0.9781,0.081,0.1429,0.9787,0,1,0,7.8953,826,2.166,113.0946,0,-286.2039,3.92,2,1,1,8,8,172.6466,0.938,-0.0704,2,0,0,0,0,0,-592.9281,12.2744,0.0082,5.5651,1.5075,3,-0.1534,0.0036,7e-04,0.0163,7238.0536,0.5697,0.8116,3.8264,5.7778,-5.4798,-0.141,4.8621,4.1551,-0.1413,6,591.7222,17,1.6606,14.0903,0,0,4.862,0.7726,3.9629,1.0883,0.7427,1,0,0.0036,11.2882,136.77,1.1379,3.6065,0,-3.8439,7,1.0794,1,0.8889,0.6236,0.6567,5,0,2.1092,32.0726,0,"Changer"
0,-0.0356,-0.0159,0.0922,1.2265,0,6.0087,3.0449,0,90919.394,0.7539,0,0,7,0,0,3.84,1.2506,3.8662,-0.757,52.3812,21.1857,0,0.0681,-0.002,20,-8.0251,2.3406,1.375,3.9851,1.4962,-150.1094,0.991,3.6825,3.6874,0,0.0068,0.0803,90918.5098,79.4511,-2.5566,7.6918,0.8,0,0,0.5158,0.5491,1.2631,0.6072,-0.0175,0.625,2.7191,0,0,152.3981,0,6.0087,0.9379,0.0049,1.1106,1.1016,-6.8491,-3.1802,0,0,0,1.8669,0,154.3327,5.5486,11.1458,11.9883,1.0126,0.8752,1.1262,2.439,0.3075,-0.1343,0.6637,0,0.4727,-3.5681,-13.9182,12,0,0,0.5819,0.714,0.5286,216.6063,-0.2138,-0.0199,2.0733,-0.3663,0.2734,0,3.3665,0.0016,13.4775,1.5493,-0.365,1.168,0.0398,-0.1289,-0.0262,-0.1039,0,-0.5957,14.3988,93.027,0,0,4,0,0,0,0.5938,0,0,0,1.3249,1.2662,42.3251,0.8204,0,0.2618,0.0811,0.0532,0.0136,0.013,0.0483,0.0263,0.0092,0.0075,0,0,0.9579,0.0962,0.1667,0.9994,0,0,12.0174,6.9106,371,2.0645,111.5942,0,-334.719,5.907,0,0,0,12,6,177.5004,1.0763,-0.1081,2,0,6.0139,6.0087,5.8956,6.0139,-751.4012,6.6271,0.1002,6.2006,0,0,-0.5957,0.0047,-4e-04,-0.038,7142.0297,0.42,0.5432,4.625,6,-24.4907,-3.6937,4.6616,3.9881,0.0467,10,5403.0116,18,2.7191,3.3952,0,0,4.6606,0.8224,4.0189,1.034,0.884,0,0,0,13.0708,126.48,1.694,3.6613,0,-155.5422,0,1.3562,0,1,0,0.6622,8,0,2.085,21.8135,0,"Changer"
